split_seed,method,tau,delta,scale,validation_log_loss,test_log_loss,test_brier,test_accuracy,test_score_variance,solver_iterations,solver_residual,n_train,n_validation,n_test,candidate_count,selection_grid,model,pair,class_a,class_b,split_index
20270904,Matched,0.025430806348152438,0.0,1.8591409142295228,0.25244019819203434,0.2486556986449498,0.05824361767456658,0.97,2.665424933191133,41,1.912792301315413e-12,480,120,200,0,analytic,vit_b_16,car_truck,1,9,3
20270905,SW-tuned,1e-05,2.0,1.0,0.02592156063412044,0.0842494475614755,0.023536122124850182,0.975,130.9035720698212,1721,8.758184496715547e-10,480,120,200,55,expanded_tau_x_delta,vit_b_16,car_truck,1,9,4
20270905,ERM-tuned,1e-05,0.0,1.0,0.03248226109461163,0.07374222829727423,0.022166664418245594,0.975,72.98702183521245,1641,8.893445467547289e-10,480,120,200,11,expanded_tau,vit_b_16,car_truck,1,9,4
20270905,ERM-calibrated,1e-05,0.0,1.8381533271872388,0.02497962004101433,0.09952672139307556,0.02359010849655461,0.975,246.60910803769235,1641,8.893445467547289e-10,480,120,200,11,expanded_tau,vit_b_16,car_truck,1,9,4
20270905,Matched,0.025430806348152438,0.0,1.8591409142295228,0.2770318372586769,0.24776508661088775,0.05823488660275022,0.97,2.719184167659984,41,2.0227141361539016e-12,480,120,200,0,analytic,vit_b_16,car_truck,1,9,4
20270901,SW-tuned,0.0001,0.0,1.0,0.13334399539131242,0.08431651305907045,0.022601614805091586,0.975,29.197835757021448,441,5.589129442566731e-10,480,120,200,55,expanded_tau_x_delta,vit_b_16,plane_ship,0,8,0
20270901,ERM-tuned,0.0001,0.0,1.0,0.13334399539131242,0.08431651305907045,0.022601614805091586,0.975,29.197835757021448,441,5.589129442566731e-10,480,120,200,11,expanded_tau,vit_b_16,plane_ship,0,8,0
20270901,ERM-calibrated,1e-05,0.0,0.6383272432489974,0.13261580786682456,0.08846099929336018,0.02465412989860682,0.97,28.96931051438519,1341,8.837262416380098e-10,480,120,200,11,expanded_tau,vit_b_16,plane_ship,0,8,0
20270901,Matched,0.025430806348152438,0.0,1.8591409142295228,0.2877704277279481,0.26837510914605667,0.06453691333657063,0.965,2.310388707838638,41,6.8113686935935875e-15,480,120,200,0,analytic,vit_b_16,plane_ship,0,8,0
20270902,SW-tuned,0.0001,2.0,1.0,0.053057656529854676,0.07158874158013524,0.020892903513086755,0.97,56.984898622023756,461,6.309491351348516e-10,480,120,200,55,expanded_tau_x_delta,vit_b_16,plane_ship,0,8,1
20270902,ERM-tuned,1e-05,0.0,1.0,0.0655432590438605,0.0728701661174858,0.023041923197100314,0.97,64.25802213925054,1341,8.081574745823919e-10,480,120,200,11,expanded_tau,vit_b_16,plane_ship,0,8,1
20270902,ERM-calibrated,0.001,0.0,19.999888429602684,0.008121393855349638,0.3813374226099536,0.026450535817339943,0.97,3570.758436912836,141,3.4417566281182585e-10,480,120,200,11,expanded_tau,vit_b_16,plane_ship,0,8,1
20270902,Matched,0.025430806348152438,0.0,1.8591409142295228,0.26697329116536356,0.2689265295184503,0.06452860512055546,0.97,2.281629243076609,41,8.018739658754603e-15,480,120,200,0,analytic,vit_b_16,plane_ship,0,8,1
20270903,SW-tuned,3e-05,0.25,1.0,0.09083348503326837,0.07741203558509124,0.0225828272792146,0.975,45.78102245792778,781,9.54619479705717e-10,480,120,200,55,expanded_tau_x_delta,vit_b_16,plane_ship,0,8,2
20270903,ERM-tuned,3e-05,0.0,1.0,0.09100437724956538,0.07739268923078092,0.022434322341715333,0.975,41.78243910347337,781,8.403258030664665e-10,480,120,200,11,expanded_tau,vit_b_16,plane_ship,0,8,2
20270903,ERM-calibrated,3e-05,0.0,1.0715789974895715,0.09069138436983933,0.07688869813960095,0.022401082077862514,0.975,47.97800384713414,781,8.403258030664665e-10,480,120,200,11,expanded_tau,vit_b_16,plane_ship,0,8,2
20270903,Matched,0.025430806348152438,0.0,1.8591409142295228,0.28326725455278257,0.26834484354429466,0.0644368004896573,0.97,2.297037015935054,41,7.509489909821239e-15,480,120,200,0,analytic,vit_b_16,plane_ship,0,8,2
20270904,SW-tuned,0.0001,2.0,1.0,0.06644279689515277,0.08140556902952113,0.02390891984522643,0.97,56.371121956273626,461,5.154879714724894e-10,480,120,200,55,expanded_tau_x_delta,vit_b_16,plane_ship,0,8,3
20270904,ERM-tuned,1e-05,0.0,1.0,0.0697222085118723,0.08787326239723306,0.027583212670914143,0.955,63.77300086064213,1341,7.951333085690747e-10,480,120,200,11,expanded_tau,vit_b_16,plane_ship,0,8,3
20270904,ERM-calibrated,0.0001,0.0,1.6018414711722435,0.06624445258853756,0.07926785876648687,0.023464871849726822,0.97,67.07054468075869,421,9.837600832616102e-10,480,120,200,11,expanded_tau,vit_b_16,plane_ship,0,8,3
20270904,Matched,0.025430806348152438,0.0,1.8591409142295228,0.26087808128488854,0.2700757187893564,0.064977467551586,0.97,2.2631582581101486,41,5.964738378977629e-15,480,120,200,0,analytic,vit_b_16,plane_ship,0,8,3
20270905,SW-tuned,0.0001,0.5,1.0,0.09176740901399026,0.07159924289994653,0.019980981320837927,0.975,33.700064438542114,441,6.459688351907708e-10,480,120,200,55,expanded_tau_x_delta,vit_b_16,plane_ship,0,8,4
20270905,ERM-tuned,0.0001,0.0,1.0,0.09231566641978993,0.07519434499474205,0.020225104956698988,0.975,27.24517142928934,441,4.687341022191333e-10,480,120,200,11,expanded_tau,vit_b_16,plane_ship,0,8,4
20270905,ERM-calibrated,0.0001,0.0,1.0789757898467638,0.0918796137564583,0.07222086597494531,0.01995173440921432,0.975,31.718522208081517,441,4.687341022191333e-10,480,120,200,11,expanded_tau,vit_b_16,plane_ship,0,8,4
