bandwidth,n,tau,delta,probe,population,true_second_moment,centered_true_variance,conditional_mean,nonlinear_bias,design_bias,label_mc,control_variate_covariance,remainder_rms,nonlinear_ci_low,nonlinear_ci_high,design_ci_low,design_ci_high,control_variate_ci_low,control_variate_ci_high,true_second_ci_low,true_second_ci_high
0.7,1024,0.08,1.0,0,3.619367855936947,3.4384649718867046,3.426964753582053,3.6170162914840716,-0.009511547157200418,-0.0023515644528754364,-0.1690397724401664,3.6075047443268717,0.00021929874905011974,-0.013038089072984036,-0.006285519578726274,-0.0035703690855751406,-0.0011275577669419689,3.6040654015648754,3.6107498378623224,2.528141276329792,4.480880456874939
0.7,1024,0.08,1.0,1,0.5273889537979283,0.4804550148623993,0.47943366816428257,0.5269541332735861,-0.001271416399658542,-0.00043482052434224317,-0.04522770201152828,0.5256827168739275,0.00021929874905011974,-0.001872641988613205,-0.0007616831252675949,-0.0010383766313410594,0.00017032561518308327,0.5248511752487867,0.5265294838378525,0.34954817277683664,0.6226936694190021
0.7,1024,0.08,1.0,2,0.4748659525788333,0.5618311370169531,0.5668003323052694,0.4740205588459393,-0.0010203782315290407,-0.0008453937328940348,0.08883095640254288,0.4730001806144102,0.00021929874905011974,-0.001363136111291113,-0.0007188197418273645,-0.00141531386207877,-0.0002752429011207287,0.4723431588668684,0.47364721291416884,0.4396446271485811,0.6941397362176419
0.7,2048,0.02,0.0,0,2.7496256223873634,2.853406677539802,2.858805287035717,2.7501455894121523,0.005743806328299464,0.0005199670247891142,0.09751728179934993,2.755889395740452,0.0001342473439422126,0.0026407088904649664,0.01068616415720181,-0.0032472656211375143,0.004036251740229875,2.7512286162585236,2.76105222251341,1.92772169173302,4.188617277367888
0.7,2048,0.02,0.0,1,0.6333714970835536,0.6039943666514588,0.6060018871830191,0.6332263905829839,0.0009032137619312693,-0.00014510650056967056,-0.030135237693456295,0.6341296043449152,0.0001342473439422126,0.0005794498676736999,0.001337822861144073,-0.0012385603707519058,0.0009053117303385261,0.632955714054876,0.6352560659083801,0.47085673168474773,0.7583104372015659
0.7,2048,0.02,0.0,2,0.6226866563504915,0.6078603495033479,0.5925221106253525,0.6221463271681795,0.0009262475403605196,-0.0005403291823120393,-0.015212225205192099,0.6230725747085399,0.0001342473439422126,0.000622265350632017,0.0012885359707613066,-0.0013947487679898019,0.00036569204689496044,0.6222079921065724,0.6239685907803717,0.4604792876006586,0.7710964072581471
0.7,2048,0.02,0.5,0,4.728393326843619,4.893172053874329,4.902487604530962,4.729085241306967,-0.00045206004541241076,0.0006919144633476382,0.16453887261277508,4.7286331812615545,0.0001283203563454121,-0.0014179446622148886,0.0011075648486888097,-0.005766811518690803,0.006663511960431319,4.722492181188418,4.734773655028674,3.302136860454268,7.183366700177942
0.7,2048,0.02,0.5,1,1.0724410662208406,1.020980162372023,1.0243119793232558,1.0721598026119226,-0.0002629831079181348,-0.00028126360891779224,-0.05091665713198158,1.0718968195040048,0.0001283203563454121,-0.0004968711401750532,-3.017408383810729e-05,-0.0020686403794118093,0.001448492881415761,1.0700783842918622,1.073652629431839,0.796183000011529,1.2824171974302043
0.7,2048,0.02,0.5,2,1.0527821919937403,1.0269919399674996,1.0011050772991172,1.0518135644365314,-0.00027864421119981256,-0.0009686275572090585,-0.024542980257832078,1.0515349202253312,0.0001283203563454121,-0.0005084390423237755,-6.37668616055307e-05,-0.0023719099145453884,0.0004956725493070002,1.0501277248146539,1.053015756734915,0.7768995853067642,1.3031233160348759
0.7,2048,0.02,1.0,0,8.752536624192677,8.999487178339388,9.016797125087978,8.752805863831945,-0.04203442780117774,0.0002692396392663632,0.2887157423086215,8.710771436030765,0.0006912067111847959,-0.07133188480743077,-0.02237579313586748,-0.011262616052925221,0.010972582620266586,8.676193304778876,8.73532074217335,6.0748960283323905,13.213547291778722
0.7,2048,0.02,1.0,1,1.8943955788410023,1.797231130341306,1.8027408509415939,1.8937366845494124,-0.006867130822139666,-0.0006588942915899043,-0.08963842338596693,1.8868695537272726,0.0006912067111847959,-0.009634267960931605,-0.0046747045847256126,-0.003507289814956399,0.0021454118993790338,1.883143179273071,1.8902959416068872,1.4005302678876834,2.2589888224000805
0.7,2048,0.02,1.0,2,1.850373730035156,1.8042618585799532,1.7588914671608558,1.8484306342913723,-0.0070379354192743005,-0.001943095743784049,-0.03713084029214419,1.8413926988720974,0.0006912067111847959,-0.009522580255616827,-0.0048642356648514185,-0.004097240611047558,0.00027372123249320247,1.8378211489818876,1.8448098336075338,1.3668305541497219,2.287860369957443
0.7,2048,0.08,0.0,0,1.2962166340403238,1.3299411025586176,1.3323704247594068,1.2957126588103243,0.0006864952476297891,-0.000503975229999587,0.03354194850066337,1.296399154057954,1.5299474531469763e-05,0.0002480831355021701,0.0014671118250518629,-0.0011800730851529502,0.00015223994673311023,1.295608705383599,1.29723153410138,0.8887302978873812,1.9653811700530603
0.7,2048,0.08,0.0,1,0.2012576767529909,0.19140338954589806,0.19167373765994988,0.20115277606171797,6.411402243504376e-05,-0.00010490069127291223,-0.009813500538254985,0.20121689008415303,1.5299474531469763e-05,2.8460522954147277e-05,0.000115571421965117,-0.0002661681231920186,4.359943129696338e-05,0.20106063695963802,0.20136025031095886,0.14558693813506027,0.2450785093541216
0.7,2048,0.08,0.0,2,0.1846456393653955,0.18465390655080482,0.18010425517137676,0.18446917963932916,5.663620002552628e-05,-0.00017645972606634226,0.0001280907114501667,0.18452581583935465,1.5299474531469763e-05,3.0110162553349966e-05,9.41729499350828e-05,-0.0003151778617300483,-4.059565465464241e-05,0.18438358033936242,0.18466724379358618,0.13925886420926603,0.23435492187445928
0.7,2048,0.08,0.5,0,2.1577271150174275,2.211636384981165,2.215643926701188,2.1568757550887834,-0.0006960434532308214,-0.0008513599286444995,0.05545667334561274,2.156179711635552,1.859273378110008e-05,-0.0011010090008457814,-0.00040318527526915526,-0.0018449974929466244,0.0001234566858353248,2.154998064535688,2.1572521645798726,1.4779885326943356,3.2685564745224687
0.7,2048,0.08,0.5,1,0.3294188997506572,0.3130758381761215,0.3134937640112987,0.3292496524651046,-8.586771295197886e-05,-0.00016924728555252122,-0.016087946576031145,0.3291637847521527,1.859273378110008e-05,-0.00012730067387014009,-5.5070606049825525e-05,-0.000438308309666388,8.00458827276252e-05,0.3288905617278086,0.32941087799023727,0.2374758945192759,0.4008375392344516
0.7,2048,0.08,0.5,2,0.3008033815454169,0.30096894722267575,0.2935663874080085,0.30053149887215885,-8.623883915248464e-05,-0.0002718826732580582,0.0005236871896693985,0.30044526003300637,1.859273378110008e-05,-0.00012293613597636288,-5.676764556030274e-05,-0.0005164471946310486,-3.762756210765887e-05,0.3002034139394373,0.3006779295912375,0.22698470662567333,0.38192852399158905
0.7,2048,0.08,1.0,0,3.619367855936947,3.703011844501997,3.7095600544303067,3.617911417160069,-0.00642917972944346,-0.0014564387768784793,0.09152960707137194,3.611482237430625,9.024459782149782e-05,-0.012224393858812937,-0.0028488613619473296,-0.002500669673992017,-0.00043044765441280566,3.605358728852407,3.6154351763075794,2.4769209744078178,5.474647297722444
0.7,2048,0.08,1.0,1,0.5273889537979283,0.5006489384412484,0.5012051059689153,0.5271330802925782,-0.0006411497832816536,-0.0002558735053500261,-0.02584299206804824,0.5264919305092967,9.024459782149782e-05,-0.0010417248484760739,-0.0003517962070268427,-0.0007306277473926969,0.00021344837722507432,0.5258058457544705,0.5270998612288503,0.37991607173773184,0.6416328893174286
0.7,2048,0.08,1.0,2,0.4748659525788333,0.4761482174883421,0.4644981569886844,0.4745175794238293,-0.0005872802042760454,-0.0003483731550039521,0.002217918268788866,0.47393029921955326,9.024459782149782e-05,-0.000888049363845861,-0.0003554293962332618,-0.0007770898982792793,0.00010446016991877455,0.47344117131796526,0.4744099679713552,0.3579242236922943,0.6058585220791215
0.4,256,0.02,1.0,0,5.8015671130537605,6.939211419439324,7.009138669916707,5.766753355624308,-0.32079888771136855,-0.03481375742945207,1.4932569515263843,5.44595446791294,0.02267207843074872,-0.47030417632947047,-0.20603201742584182,-0.05165824976707459,-0.018576067306397184,5.300106675889737,5.55923601764175,5.03016866266998,9.219552896089095
0.4,256,0.02,1.0,1,1.4611252911552977,2.0137472592779666,2.02678324799607,1.446635027470056,-0.0863642506848125,-0.014490263685241492,0.6534764824927235,1.360270776785244,0.02267207843074872,-0.13105951398444152,-0.0518949442687546,-0.019241694589468932,-0.009675855298971338,1.3170882640279997,1.3943760831670842,1.50702514266451,2.610508039517199
0.4,256,0.02,1.0,2,1.4178104105816194,1.585845423180891,1.5838528994716907,1.405410971501956,-0.05774867553124286,-0.012399439079663413,0.23818312721017776,1.3476622959707132,0.02267207843074872,-0.07870785031081183,-0.0398119633866719,-0.01740304092582077,-0.007710267770572006,1.3258849260865195,1.3670094186912498,1.1485067930626576,2.060432460750048
0.4,1024,0.02,1.0,0,5.8015671130537605,5.3896173460652985,5.356929373415236,5.793356603262662,-0.05640118531476283,-0.008210509791099883,-0.3473380718825984,5.7369554179478985,0.0030272577070143865,-0.07410123835491604,-0.03997716910337986,-0.015951904948572702,-0.0005032827907504669,5.719658542728641,5.7540034107453835,3.9747638258111837,7.008481720693552
0.4,1024,0.02,1.0,1,1.4611252911552977,1.3075271270744684,1.3048399056039546,1.4574262727014042,-0.014512966159135833,-0.003699018453893579,-0.13538617946779977,1.4429133065422681,0.0030272577070143865,-0.021175447970206637,-0.00918563703587245,-0.006175318081000408,-0.0014318144678306694,1.4363901718574468,1.4484008755719722,0.9491890255797837,1.7102106242924313
0.4,1024,0.02,1.0,2,1.4178104105816194,1.6457504595583736,1.6596546805132941,1.4161563520565514,-0.015033797859613271,-0.0016540585250678875,0.24462790536143558,1.401122554196938,0.0030272577070143865,-0.01934501213282988,-0.011051676233143019,-0.0038816564986641493,0.000448915372395739,1.3961710631557498,1.4055682636111324,1.296618778304535,2.042889539682134
1.2,256,0.02,1.0,0,10.413321148302966,12.651867415458916,12.779625148095418,10.426164833943986,-0.3280074589584956,0.012843685641017793,2.55371004047343,10.098157374985488,0.009504050018756469,-0.5041451827746353,-0.19516738925323462,-0.007862151473344152,0.0321269704912753,9.924289926871907,10.227755542766047,9.093238232211123,16.81139421712058
1.2,256,0.02,1.0,1,1.6308098575204213,2.2273196292265935,2.2447379653313666,1.6252410574478136,-0.05536157718402044,-0.005568800072607382,0.6574401489627997,1.5698794802637934,0.009504050018756469,-0.085332304506926,-0.03250003029724918,-0.012304734091735459,0.0016641902239458775,1.5399263410480617,1.5928445242025815,1.6802243140493218,2.857609904922254
1.2,256,0.02,1.0,2,1.547579112927322,1.8305998584561187,1.8293709269014644,1.5469434683931187,-0.04264785238057832,-0.000635644534203268,0.3263042424435782,1.5042956160125405,0.009504050018756469,-0.06452678337276847,-0.026163959150375272,-0.006999463940355272,0.005438499586774243,1.4804406877247673,1.5228253207760563,1.329762369894304,2.3874403633765726
1.2,1024,0.02,1.0,0,10.413321148302966,9.624649865589474,9.589218911916683,10.414619957844172,-0.05533330500205652,0.001298809541206154,-0.7346367872526414,10.359286652842115,0.001155710056690322,-0.07593627913888115,-0.03752906734646145,-0.008801944767411142,0.011395636646826189,10.3384229622386,10.37931375224486,7.067637719225636,12.612608801778565
1.2,1024,0.02,1.0,1,1.6308098575204213,1.4614536689981952,1.4595619762997825,1.6299813747862217,-0.008800428911810335,-0.0008284827341993228,-0.15972727687621655,1.6211809458744115,0.001155710056690322,-0.013397582050363342,-0.005008451141053713,-0.004271273910462414,0.0026352055447765254,1.6158622452064917,1.625969856945648,1.0572481324716152,1.9163122114293571
1.2,1024,0.02,1.0,2,1.547579112927322,1.8380075598605072,1.8557641008199188,1.5472202590736435,-0.00838890143632912,-0.0003588538536785446,0.2991762022231927,1.5388313576373145,0.001155710056690322,-0.01139107639418653,-0.005724641460789921,-0.002786763417449872,0.0019327962697345878,1.5349860981116676,1.5423786201247827,1.4316923870560978,2.2835229566050077
