mode,delta,n,test_n,mean_accuracy,mean_logloss,mean_brier,mean_prediction_variance,scaled_true_second,scaled_linear_second,conditional_mean,accuracy_resampling_sd,logloss_resampling_sd,brier_resampling_sd,nonlinear_bias,nonlinear_ci_low,nonlinear_ci_high
true,0.0,398,171,0.9501754385964912,0.23244445780652495,0.05721778363140162,0.007492874004265953,1429.6531477748922,864.532154700393,9.240067495535651,0.009421478341984063,0.002537366314962038,0.0010540973833133422,,,
true,0.5,398,171,0.9519883040935673,0.20429677377608635,0.05068324277677678,0.010406808688781227,1949.8115811377706,1481.0293398328577,15.40459633581567,0.009377929484943918,0.002756375643440825,0.0012320625389730714,,,
true,1.0,398,171,0.952046783625731,0.18277873668530809,0.046332451331449406,0.01387465370569087,2579.7380918061463,2709.6500303108623,26.087651987579896,0.009477045512756287,0.0031832155222313347,0.0014355155842556628,,,
randomized,0.0,398,171,0.5185964912280702,0.6926769626274374,0.24975956401423882,0.02357265631132011,9.385732265078254,9.321395216753983,9.240067495535651,0.20353491052739894,0.03765103282885136,0.018717005442617524,0.06433704832426876,0.05066200681690357,0.08058543634886749
randomized,0.5,398,171,0.5185964912280702,0.6935240830527664,0.2501701620783636,0.03891470550101936,15.49584083790132,15.540178127599578,15.40459633581567,0.20658735258244162,0.049010062583298104,0.024273074387460195,-0.044337289698262075,-0.05527990865473467,-0.03430824780972702
randomized,1.0,398,171,0.5199415204678364,0.6951051477621312,0.2509219857399437,0.06476295481201191,25.795900279604307,26.322366921765656,26.087651987579896,0.21199319464519137,0.06559669523584345,0.032284607016541546,-0.5264666421613501,-0.6394919941265701,-0.4271379144429525
